phone_no,customer_segment,gender,number_of_children,income,marital_status,owns_vehicle,age_of_vehicle,vehicle_type,value_of_vehicle,accomodation_status_rented_own,owns_house,age_of_house,value_of_house,occupation,credit_score,customer_transactions_using_mobile_banking,customer_transactions_using_internet_banking,customer_transactions_using_mobile_wallet,length_of_the_customer’s_relationship_with_the_bank,educational_status,home_city_or_province,age,employed_or_business,address_type_permanent_temporary,date_of_card_issue,spending_on_credit_card_in_jan,spending_on_credit_card_in_feb,spending_on_credit_card_in_mar,spending_on_credit_card_in_apr,spending_on_credit_card_in_may,spending_on_credit_card_in_june,spending_on_credit_card_in_july,spending_on_credit_card_in_aug,spending_on_credit_card_in_sep,spending_on_credit_card_in_oct,spending_on_credit_card_in_nov,spending_on_credit_card_in_dec,transactions_jan,transactions_feb,transactions_mar,transactions_apr,transactions_may,transactions_june,transactions_july,transactions_aug,transactions_sep,transactions_oct,transactions_nov,transactions_dec,max_transaction_amount,category_of_max_number_of_transaction,category_of_max_spend_amount,atm_transaction_amount_yearly,no_of_atm_transaction_yearly,account_id
196-947-7481,silver,female,3,33693.19,unmarried,yes,6.0,car,167909.0,own,yes,13.0,88762211.0,politician,460,41,62,32,11,High school,Judita,55,business,permanent,3/31/2019,66246.0,44318.0,82425.0,34415.0,11199.0,36381.0,,69118.0,39019.0,28490.0,,44753.0,7,8,4,5,3,2,10,2,6,10,5,9,22438,tech,hospital,7582125,3,100000000875
801-298-6357,gold,male,0,71825.98,married,yes,6.0,bike,903748.0,rented,no,,,plumber,546,29,48,69,13,High school,Plataran,59,employed,permanent,6/11/2019,,33856.0,59579.0,81189.0,57865.0,66300.0,11621.0,60300.0,35925.0,92067.0,37314.0,64443.0,3,5,6,8,6,3,7,6,3,10,1,7,21587,others,others,9420034,99,100000000876
110-225-3784,silver,female,0,68823.54,unmarried,no,,bike,,own,yes,20.0,73768570.0,teacher,304,97,47,53,8,High school,Denton,39,business,temporary,3/21/2019,,51908.0,10990.0,93752.0,25914.0,62853.0,95905.0,45631.0,,23460.0,41025.0,17235.0,10,9,8,10,7,10,10,8,7,8,10,9,29515,hobby,leisure,9044552,29,100000000877
574-692-4307,gold,female,2,57486.83,married,no,,car,,own,yes,13.0,3340344.0,plumber,448,52,31,22,2,High school,Jarānwāla,44,employed,temporary,4/5/2019,22134.0,93824.0,52800.0,26116.0,,,29416.0,60961.0,47926.0,82559.0,82882.0,,3,3,6,4,5,7,6,8,5,6,3,10,26985,travel,food,6822275,55,100000000878
989-614-5165,silver,male,0,50819.74,unmarried,yes,10.0,car,451645.0,rented,no,,,plumber,276,39,14,2,14,High school,Kyustendil,42,employed,temporary,4/12/2019,41394.0,24457.0,59322.0,87315.0,95136.0,62764.0,67795.0,65056.0,18643.0,60491.0,94487.0,61139.0,10,5,7,5,9,7,2,8,4,6,6,3,27939,leisure,hobby,7148722,64,100000000879
190-234-3926,gold,female,1,16493.42,unmarried,yes,11.0,car,660838.0,own,yes,22.0,68808146.0,unskilled_labour,323,20,87,9,8,High school,Samho-rodongjagu,30,business,permanent,4/15/2019,61374.0,35135.0,53507.0,50789.0,91039.0,39302.0,62212.0,65205.0,94230.0,30165.0,59591.0,97523.0,7,4,3,3,4,4,7,2,10,7,4,6,22694,hospital,travel,5626860,80,100000000880
452-998-9075,gold,female,0,37565.18,unmarried,no,,car,,own,yes,22.0,77891839.0,shop_owner,421,98,75,26,6,High school,Mīzan Teferī,37,business,permanent,3/14/2019,84358.0,59672.0,56410.0,92891.0,39189.0,31444.0,85150.0,96929.0,,46222.0,,97000.0,5,5,8,2,9,7,7,6,2,7,7,7,26926,hobby,others,488214,92,100000000881
222-648-4720,silver,female,5,72146.24,married,yes,2.0,car,892909.0,own,yes,19.0,85752842.0,teacher,502,44,23,7,8,High school,Sanjiang,25,business,temporary,5/6/2019,31832.0,41331.0,80036.0,98451.0,,15826.0,24817.0,35404.0,64360.0,52227.0,16676.0,84264.0,3,1,1,2,2,5,10,1,8,4,1,6,26378,others,travel,3410770,6,100000000882
239-327-1428,gold,female,3,72100.94,married,yes,2.0,bike,349013.0,own,yes,20.0,90313883.0,farmer,456,47,60,48,7,High school,Kathu,51,employed,permanent,4/10/2019,17339.0,23529.0,39633.0,32493.0,21029.0,99855.0,22113.0,,81962.0,28398.0,85555.0,60117.0,7,4,6,2,6,6,3,2,4,7,2,7,23675,leisure,leisure,2852860,39,100000000883
957-118-5146,gold,female,0,22527.63,married,yes,2.0,car,605352.0,own,yes,17.0,29262171.0,unskilled_labour,469,94,72,43,10,High school,Kobe,50,business,permanent,3/25/2019,,88376.0,14084.0,,29899.0,49270.0,60052.0,38706.0,34536.0,13817.0,36191.0,49749.0,8,2,7,4,7,8,7,8,7,1,6,7,26495,travel,hospital,5493212,13,100000000884
253-754-3830,gold,female,4,45923.58,unmarried,no,,car,,rented,no,,,nurse,600,24,53,81,11,High school,Qian’an,55,employed,permanent,4/4/2019,60581.0,33463.0,48233.0,24875.0,37421.0,32626.0,25103.0,31554.0,18832.0,91406.0,80909.0,95303.0,10,2,10,4,9,6,10,8,6,7,8,7,26474,travel,hobby,451432,95,100000000885
155-544-5920,gold,male,5,54862.22,married,no,,bike,,own,yes,21.0,16096219.0,engineer,716,64,47,66,7,Degree,Jiangning,38,employed,temporary,4/16/2019,59408.0,,,36813.0,85691.0,21035.0,52849.0,,63865.0,26136.0,18149.0,58652.0,10,3,1,7,2,2,9,1,7,5,1,9,20412,tech,travel,9147677,76,100000000886
383-602-1708,silver,female,4,60891.52,married,no,,bike,,rented,no,,,pilot,257,76,53,71,9,Degree,Brataj,45,business,temporary,5/7/2019,17145.0,30635.0,31427.0,58558.0,40735.0,47711.0,,99082.0,37644.0,62613.0,50951.0,94626.0,2,3,9,1,6,4,5,9,4,1,5,2,23981,hospital,hospital,7140782,41,100000000887
206-510-8076,silver,female,1,37935.78,married,yes,12.0,car,162356.0,own,yes,20.0,51955956.0,firefighter,783,2,94,79,11,High school,Sablé-sur-Sarthe,53,employed,permanent,5/17/2019,85115.0,55275.0,69603.0,99332.0,27423.0,83483.0,54997.0,15112.0,12912.0,81782.0,57844.0,42644.0,9,3,2,3,9,10,3,6,6,7,8,7,22098,tech,tech,9374420,67,100000000888
489-892-4839,gold,female,2,56519.08,married,no,,bike,,own,yes,21.0,87796643.0,pilot,791,14,94,66,1,High school,Taesal-li,47,employed,permanent,4/4/2019,50720.0,20213.0,,88096.0,46389.0,36977.0,40246.0,89952.0,10342.0,13825.0,14887.0,,10,5,10,10,9,10,10,6,6,8,9,8,25953,leisure,leisure,5909584,28,100000000889
509-210-0795,silver,female,2,21350.67,unmarried,yes,1.0,bike,395266.0,rented,no,,,unskilled_labour,585,69,90,65,15,High school,Kozje,35,business,temporary,4/9/2019,14522.0,47750.0,10696.0,33659.0,89962.0,23635.0,,81834.0,54102.0,56263.0,66799.0,41365.0,3,2,4,2,1,5,2,9,4,3,1,7,24890,leisure,travel,3030198,4,100000000890
404-437-3084,silver,female,3,79527.68,married,no,,bike,,own,yes,17.0,98908492.0,teacher,749,89,38,2,10,Degree,Krajan Dermawuharjo,37,employed,temporary,5/9/2019,13533.0,88926.0,39421.0,15818.0,45302.0,84042.0,13762.0,67283.0,,20010.0,16574.0,45311.0,5,9,3,4,8,1,4,9,8,9,3,1,25967,travel,others,857737,4,100000000891
646-866-9343,silver,male,4,85098.74,married,yes,7.0,car,251918.0,own,yes,8.0,30871071.0,unskilled_labour,400,24,78,6,11,High school,Omu Aran,57,business,temporary,5/17/2019,39511.0,68837.0,46215.0,,45428.0,89283.0,52259.0,44095.0,96330.0,,96230.0,93453.0,9,4,10,5,10,7,2,8,4,5,9,2,22765,leisure,food,7333404,74,100000000892
852-260-5365,gold,male,0,23144.81,married,no,,car,,own,yes,14.0,57096907.0,pilot,709,98,61,19,11,Degree,Raleigh,39,employed,temporary,3/6/2019,80057.0,24268.0,81851.0,21290.0,86023.0,58460.0,53319.0,,93894.0,17416.0,86489.0,12149.0,6,2,10,3,10,7,2,3,5,4,10,2,24919,tech,travel,1277428,7,100000000893
747-409-0719,silver,female,0,15168.57,unmarried,yes,2.0,car,672162.0,own,yes,20.0,31457537.0,doctor,564,19,87,32,15,Degree,Samadua,38,employed,temporary,3/27/2019,54942.0,58457.0,,49061.0,55087.0,97217.0,88592.0,66291.0,27559.0,91542.0,56853.0,14419.0,3,7,2,2,9,2,7,7,4,7,5,6,26885,leisure,travel,2047854,33,100000000894
443-988-7750,silver,male,3,28066.79,married,yes,10.0,bike,398743.0,rented,no,,,driver,487,78,71,96,14,High school,Dambulla,42,employed,temporary,4/4/2019,61546.0,66914.0,59426.0,36256.0,13996.0,84668.0,48230.0,42848.0,48990.0,66244.0,,59880.0,3,2,2,9,5,2,6,1,8,9,4,1,25864,leisure,travel,6777290,55,100000000895
801-467-8382,silver,male,0,19544.58,unmarried,yes,9.0,car,952489.0,own,yes,7.0,8437387.0,politician,620,55,89,19,4,High school,Speightstown,42,business,permanent,3/21/2019,46061.0,17323.0,56522.0,41791.0,65208.0,,95116.0,35483.0,57690.0,30932.0,,89306.0,9,10,1,1,10,9,5,2,9,10,10,10,20028,leisure,food,5082467,59,100000000896
146-190-6774,silver,female,5,57078.82,unmarried,no,,car,,own,yes,12.0,1546185.0,unskilled_labour,801,53,68,45,1,High school,Strasbourg,29,business,permanent,5/8/2019,49785.0,10203.0,27605.0,90502.0,98396.0,89714.0,44706.0,,85206.0,24102.0,81484.0,13276.0,10,5,9,9,1,1,1,5,1,8,1,6,26063,others,hobby,4825142,11,100000000897
893-113-7967,silver,male,0,77813.3,married,no,,bike,,own,yes,5.0,79404599.0,firefighter,849,56,7,13,14,Degree,Fuzhuang,27,employed,temporary,5/2/2019,,36372.0,31458.0,,59650.0,54650.0,87519.0,51918.0,30965.0,89238.0,92653.0,88082.0,6,2,7,4,2,3,8,2,8,7,1,7,28738,others,hobby,3257814,1,100000000898
355-800-8568,gold,male,1,56318.45,unmarried,no,,car,,own,yes,16.0,35906028.0,politician,360,7,81,13,4,High school,Ust’-Isha,42,business,permanent,5/30/2019,83796.0,90463.0,17776.0,,64048.0,63463.0,91149.0,85786.0,34137.0,41938.0,21009.0,28451.0,6,4,2,3,5,8,10,7,6,3,9,1,21856,tech,hospital,4313189,21,100000000899
179-139-0399,gold,male,3,49862.01,married,no,,car,,rented,no,,,shop_owner,690,66,49,83,12,High school,Niuzhuang,39,business,temporary,3/12/2019,52276.0,37289.0,62544.0,18083.0,80898.0,45945.0,43103.0,40922.0,20736.0,14879.0,40451.0,28390.0,1,8,4,6,9,8,4,8,8,7,9,9,22514,food,hobby,8431217,98,100000000900
751-503-4552,silver,female,1,64897.87,unmarried,yes,7.0,car,296956.0,rented,no,,,engineer,381,90,82,59,4,Degree,Dulag,49,employed,temporary,3/31/2019,88332.0,,42567.0,14715.0,98960.0,51092.0,93223.0,26303.0,65571.0,98296.0,98178.0,21326.0,3,2,4,7,9,3,10,8,4,6,3,3,23204,hospital,hobby,2598203,74,100000000901
416-318-5805,gold,female,4,62613.15,unmarried,yes,2.0,car,240212.0,rented,no,,,teacher,457,49,27,38,10,High school,Margahayu,56,business,permanent,6/19/2019,96253.0,11436.0,44410.0,17825.0,59296.0,12597.0,48990.0,,63806.0,32890.0,,26383.0,8,9,10,9,10,7,4,2,7,9,7,9,29822,others,leisure,9813879,90,100000000902
793-199-8766,silver,female,5,85949.53,married,yes,1.0,bike,516618.0,own,yes,21.0,50817999.0,plumber,346,95,52,60,11,Degree,‘Afrīn,28,business,permanent,4/17/2019,30027.0,67486.0,89866.0,22620.0,10210.0,46775.0,34536.0,39709.0,51018.0,28253.0,57261.0,67473.0,1,5,9,2,3,5,1,5,2,10,9,8,21304,travel,hobby,7697216,53,100000000903
506-664-8158,silver,female,4,16973.77,unmarried,no,,car,,rented,no,,,farmer,644,64,1,40,13,High school,Shaping,58,employed,temporary,3/16/2019,56268.0,50578.0,23185.0,22917.0,96560.0,85342.0,,56424.0,27191.0,33525.0,87891.0,55385.0,1,1,10,6,3,4,3,2,1,4,7,9,21416,others,leisure,8017982,40,100000000904
416-769-5904,silver,female,1,98193.39,married,yes,12.0,car,331575.0,own,yes,7.0,28419551.0,engineer,637,45,75,71,8,Degree,Créteil,29,employed,permanent,6/15/2019,98887.0,55815.0,93227.0,11374.0,43546.0,63183.0,,,,44398.0,89355.0,68107.0,8,2,8,7,10,8,7,8,5,5,2,1,23054,hobby,travel,5999225,76,100000000905
965-885-3126,gold,female,5,16782.4,married,yes,6.0,bike,437094.0,rented,no,,,firefighter,814,29,99,61,12,Degree,Sulechów,31,employed,permanent,6/23/2019,85820.0,80084.0,84863.0,14359.0,27073.0,53441.0,61616.0,46576.0,80800.0,43653.0,97354.0,86728.0,9,2,10,1,2,5,2,10,1,2,3,1,27267,travel,hobby,8360244,44,100000000906
378-417-4416,silver,male,4,15948.62,married,no,,bike,,own,yes,9.0,19877680.0,plumber,610,1,75,69,4,Degree,Krutinka,29,business,temporary,5/31/2019,68831.0,18457.0,45443.0,41791.0,85195.0,54581.0,85195.0,44623.0,37020.0,92967.0,85316.0,28316.0,9,1,6,7,2,8,9,8,7,1,8,9,26072,hospital,travel,5535121,74,100000000907
419-507-7427,silver,male,4,33045.94,married,no,,car,,own,yes,9.0,59997113.0,unskilled_labour,655,59,77,46,1,High school,Cascais,58,business,temporary,5/16/2019,47280.0,25039.0,66604.0,13826.0,,15739.0,11684.0,28469.0,,17054.0,57900.0,67724.0,2,2,7,7,9,9,8,10,1,2,1,8,23511,hobby,leisure,9173676,21,100000000908
407-789-0483,silver,male,5,26576.64,married,no,,bike,,own,yes,7.0,42557104.0,driver,335,18,64,78,10,High school,Ewarton,39,employed,temporary,3/26/2019,48848.0,92176.0,46891.0,56654.0,53359.0,38096.0,48571.0,24365.0,,52853.0,98211.0,83021.0,9,1,2,5,8,8,1,8,8,6,8,8,24575,others,others,9391640,17,100000000909
598-717-3777,gold,male,3,35632.45,unmarried,yes,4.0,car,349890.0,own,yes,19.0,73208403.0,plumber,431,97,70,28,1,High school,Doghs,49,employed,permanent,5/14/2019,19166.0,18984.0,22743.0,67756.0,91911.0,14445.0,34616.0,,27799.0,57737.0,89962.0,62682.0,3,2,6,7,5,8,6,6,6,7,4,9,23913,food,tech,558157,42,100000000910
847-215-3794,gold,female,5,31236.82,unmarried,yes,4.0,bike,652484.0,rented,no,,,technicians,646,98,21,99,6,High school,Konstantinovo,44,employed,temporary,5/24/2019,60236.0,19921.0,98275.0,28063.0,64158.0,,37362.0,29344.0,60848.0,94545.0,14833.0,27145.0,7,8,8,3,3,3,7,2,6,5,10,6,20632,travel,others,8696174,71,100000000911
476-492-5801,silver,male,4,40085.93,unmarried,no,,car,,own,yes,6.0,98460030.0,farmer,397,13,69,62,14,High school,Zamarski,59,employed,permanent,3/23/2019,54600.0,29291.0,65729.0,92377.0,41768.0,19647.0,19949.0,38394.0,17975.0,91105.0,45251.0,,4,4,9,6,5,10,5,1,8,3,7,4,25468,hospital,travel,8212808,13,100000000912
782-487-0197,gold,male,2,86241.7,unmarried,yes,3.0,bike,585793.0,own,yes,4.0,10991915.0,unskilled_labour,837,35,72,47,1,High school,Pandan Niog,41,business,temporary,6/23/2019,81199.0,60161.0,15092.0,38308.0,94094.0,62255.0,,53289.0,97699.0,35496.0,56503.0,35067.0,10,4,10,3,8,2,5,5,2,5,7,6,25348,leisure,hobby,2706325,41,100000000913
738-491-3754,gold,male,1,77328.32,unmarried,yes,2.0,bike,875298.0,rented,no,,,unskilled_labour,613,30,36,91,13,High school,Södertälje,46,business,temporary,5/5/2019,88310.0,,14081.0,80354.0,14917.0,42620.0,93547.0,60142.0,14565.0,92623.0,99984.0,60352.0,9,10,3,5,2,2,5,7,1,10,5,10,27595,hobby,food,2042591,61,100000000914
212-310-2213,gold,female,1,84112.86,married,yes,9.0,bike,946721.0,rented,no,,,shop_owner,545,10,26,92,5,High school,Zhongzhai,53,business,temporary,6/10/2019,32310.0,61267.0,25774.0,15642.0,29303.0,98833.0,44747.0,,,65067.0,99281.0,58385.0,6,4,6,6,8,1,6,4,5,6,4,1,21634,leisure,travel,4582244,81,100000000915
998-456-3366,gold,male,3,77297.53,unmarried,no,,car,,own,yes,20.0,9871545.0,doctor,768,71,18,58,3,Degree,Eloúnda,47,employed,temporary,3/23/2019,26551.0,19560.0,83500.0,,38423.0,93211.0,53700.0,67663.0,92723.0,50687.0,36103.0,52844.0,8,9,5,10,6,1,2,1,9,8,7,1,22418,travel,others,3955677,68,100000000916
666-321-3159,gold,male,2,69292.86,unmarried,yes,2.0,bike,237832.0,own,yes,19.0,87055920.0,teacher,323,83,80,48,14,Degree,Guanshan,36,employed,temporary,3/9/2019,58653.0,11052.0,34932.0,55183.0,23499.0,86165.0,32810.0,46806.0,93609.0,48230.0,83863.0,32991.0,10,4,1,3,10,7,4,2,9,5,4,6,24404,hobby,hospital,5548072,18,100000000917
171-688-1045,gold,female,0,51725.09,unmarried,yes,6.0,car,292343.0,rented,no,,,doctor,575,78,27,69,3,Degree,Barrie,26,employed,temporary,3/17/2019,31929.0,28329.0,28589.0,65608.0,,37684.0,11897.0,46976.0,15449.0,66851.0,60288.0,44770.0,2,4,2,1,1,6,3,5,2,5,7,8,29242,others,tech,9538138,51,100000000918
352-327-9411,silver,female,4,60454.31,unmarried,no,,car,,rented,no,,,firefighter,605,44,3,19,3,High school,Yokotemachi,38,business,temporary,5/31/2019,11113.0,20087.0,63866.0,97940.0,98306.0,11202.0,49596.0,62789.0,47278.0,,,49608.0,6,3,1,2,9,6,5,2,9,5,5,6,27221,travel,tech,9395360,97,100000000919
536-385-2879,silver,male,3,32630.4,married,no,,bike,,own,yes,5.0,96716222.0,firefighter,474,24,21,51,15,Degree,Santa Cristina Couto,57,business,permanent,5/12/2019,15905.0,91869.0,15431.0,64450.0,48088.0,33658.0,64422.0,91326.0,49774.0,35235.0,,37030.0,4,3,9,6,2,9,3,1,3,3,1,1,29625,travel,others,3996681,56,100000000920
867-471-9048,gold,female,1,16886.32,unmarried,yes,8.0,car,723309.0,rented,no,,,pilot,428,53,68,2,9,High school,Baimangpu,46,business,permanent,6/10/2019,59655.0,57929.0,55930.0,,95962.0,11611.0,40687.0,23556.0,11190.0,51097.0,95065.0,93909.0,8,2,4,4,2,6,2,8,7,4,1,5,20807,tech,leisure,8195738,58,100000000921
989-104-3154,silver,male,1,33386.3,unmarried,no,,bike,,rented,no,,,teacher,610,58,38,42,15,High school,Tak Bai,30,employed,permanent,4/5/2019,37757.0,59598.0,47598.0,59917.0,64602.0,61195.0,28363.0,46687.0,41664.0,31987.0,82160.0,46783.0,7,1,9,10,6,8,10,2,5,7,2,10,24365,others,others,785619,46,100000000922
854-602-3846,silver,male,0,28369.53,married,yes,6.0,bike,724525.0,rented,no,,,unskilled_labour,475,44,67,94,4,High school,Guantang,47,business,permanent,6/20/2019,91579.0,97384.0,48048.0,,54211.0,56222.0,26800.0,36006.0,45720.0,17181.0,22282.0,,2,1,6,8,3,2,4,6,2,8,10,6,24486,hospital,others,1026461,35,100000000923
662-307-3773,silver,male,5,18624.9,unmarried,no,,car,,own,yes,9.0,57767340.0,firefighter,737,93,69,43,14,Degree,Mealhada,57,employed,temporary,6/4/2019,91639.0,30879.0,25425.0,57241.0,89362.0,,43804.0,13100.0,60402.0,94984.0,49972.0,83666.0,9,8,6,6,6,3,10,9,2,3,3,5,24142,travel,hobby,9918311,44,100000000924
476-674-5978,silver,female,4,12633.72,married,no,,car,,rented,no,,,engineer,609,67,84,31,9,Degree,Boise,45,employed,permanent,6/24/2019,97520.0,80437.0,48314.0,66260.0,31895.0,94187.0,31232.0,,60976.0,90361.0,87507.0,94053.0,4,2,6,9,6,9,1,5,4,7,3,6,23132,tech,hospital,9512948,62,100000000925
642-837-0632,gold,male,0,12271.0,married,no,,bike,,rented,no,,,nurse,516,96,91,36,2,High school,Yonggu,49,employed,permanent,5/7/2019,54773.0,90501.0,16510.0,98714.0,81496.0,81722.0,50221.0,60779.0,11122.0,62829.0,84017.0,55924.0,8,6,7,2,10,8,2,2,1,4,3,5,22400,hospital,hospital,6683323,98,100000000926
251-328-5744,gold,female,5,56322.86,married,yes,10.0,car,169907.0,own,yes,12.0,31873476.0,shop_owner,787,84,27,26,9,High school,Sao Hai,48,business,permanent,6/23/2019,34322.0,92549.0,55477.0,88799.0,53556.0,,66716.0,65681.0,11988.0,47206.0,90445.0,54820.0,3,5,6,8,4,9,3,8,5,1,4,8,23218,travel,leisure,4740173,2,100000000927
969-907-8030,gold,male,1,37180.32,married,no,,bike,,own,yes,10.0,67360278.0,politician,484,94,10,38,9,High school,Chişinău,53,business,permanent,3/16/2019,,,40027.0,60365.0,44112.0,64435.0,25077.0,88281.0,,,36609.0,32538.0,4,6,10,10,4,3,4,2,10,10,4,10,25169,travel,hobby,2748076,32,100000000928
441-653-0608,silver,male,1,76136.17,married,no,,bike,,rented,no,,,pilot,673,61,72,58,5,High school,Krasnosilka,59,business,permanent,4/29/2019,80519.0,19698.0,99517.0,67227.0,45011.0,46536.0,94021.0,,,91655.0,34287.0,20179.0,6,8,8,10,5,9,9,5,10,9,10,3,21738,travel,leisure,6874161,34,100000000929
393-595-8875,gold,female,4,82631.25,married,yes,3.0,car,732983.0,own,yes,12.0,91218233.0,pilot,264,99,28,55,5,Degree,Francisco Villa,48,employed,permanent,4/3/2019,99651.0,36479.0,15518.0,41653.0,24700.0,31822.0,23775.0,90335.0,83118.0,53142.0,50673.0,36912.0,10,1,5,4,6,10,1,7,10,9,8,3,25204,leisure,leisure,7129422,11,100000000930
640-860-5026,gold,male,0,19833.24,unmarried,no,,bike,,rented,no,,,teacher,292,16,96,95,9,High school,Tochio-honchō,42,employed,permanent,4/26/2019,,21564.0,,31840.0,61407.0,41553.0,84496.0,21505.0,11009.0,97368.0,28265.0,52868.0,7,9,10,1,1,2,1,9,10,7,8,1,28278,travel,others,8333870,85,100000000931
950-945-3519,silver,female,3,88159.71,married,no,,bike,,rented,no,,,shop_owner,767,26,94,73,10,High school,Gaspar Hernández,39,business,permanent,4/7/2019,55811.0,64483.0,61495.0,97800.0,99998.0,40180.0,,11012.0,42203.0,92352.0,17603.0,21038.0,9,3,1,7,10,2,2,4,1,1,6,6,29821,others,leisure,5157758,16,100000000932
197-357-6665,silver,male,5,11182.9,married,no,,car,,rented,no,,,technicians,552,25,91,11,8,Degree,Krajan Dermawuharjo,33,business,permanent,6/25/2019,12090.0,,45967.0,43524.0,93789.0,,64831.0,37821.0,,94519.0,,23858.0,4,6,4,2,9,6,3,10,8,2,6,2,21049,hobby,tech,3425713,30,100000000933
757-210-1818,gold,male,2,19360.55,married,yes,8.0,bike,560518.0,own,yes,2.0,39509045.0,politician,604,59,41,49,14,High school,Mashizhai,56,business,permanent,5/29/2019,27284.0,31024.0,26573.0,87663.0,,42742.0,37529.0,92955.0,66817.0,60930.0,21481.0,37382.0,5,8,9,3,8,1,3,2,9,7,9,7,22176,others,food,8425843,45,100000000934
780-224-7710,gold,female,0,83522.24,married,no,,bike,,rented,no,,,plumber,496,10,31,39,6,Degree,Vänersborg,51,business,temporary,3/23/2019,42083.0,16063.0,60856.0,,,33295.0,34441.0,68099.0,,95690.0,64531.0,35457.0,8,10,1,3,1,8,4,5,1,10,1,8,27655,others,leisure,3448636,45,100000000935
388-465-4097,silver,female,1,65713.42,married,no,,car,,rented,no,,,plumber,711,23,87,4,9,High school,Marly,45,employed,temporary,6/17/2019,59717.0,12094.0,94921.0,67936.0,85948.0,22351.0,94883.0,52704.0,66311.0,12871.0,25212.0,69534.0,3,5,9,8,2,5,3,8,5,3,8,9,27342,hobby,tech,5911229,3,100000000936
203-331-7289,silver,female,4,54268.74,unmarried,yes,6.0,bike,702302.0,own,yes,19.0,29006333.0,farmer,328,93,27,68,3,High school,Montecarlo,31,employed,permanent,5/9/2019,,23917.0,65057.0,42992.0,55552.0,19797.0,31571.0,66827.0,85765.0,51511.0,60479.0,88312.0,6,6,6,8,2,6,2,1,1,2,3,1,26925,hospital,hobby,991375,77,100000000937
994-585-7171,gold,female,4,67315.33,married,yes,7.0,car,206652.0,rented,no,,,farmer,356,100,11,71,2,High school,Xiangdong,36,employed,permanent,6/24/2019,36592.0,34738.0,51345.0,57725.0,36740.0,84895.0,30677.0,,41858.0,96816.0,44791.0,55428.0,1,8,9,6,6,9,2,9,8,7,9,7,29168,food,hobby,5108397,27,100000000938
558-678-6628,silver,female,4,19072.51,unmarried,yes,2.0,bike,868192.0,own,yes,5.0,80785694.0,technicians,771,46,42,6,3,Degree,Marfino,54,business,temporary,6/4/2019,60753.0,94420.0,42208.0,18358.0,,32990.0,,58924.0,25319.0,87293.0,44920.0,89326.0,4,9,5,4,2,10,6,5,4,10,7,9,20185,travel,others,4138410,23,100000000939
439-246-9088,silver,male,4,88720.74,married,yes,2.0,bike,377716.0,own,yes,14.0,52971594.0,plumber,375,92,96,78,15,Degree,Santol,32,business,temporary,5/19/2019,41870.0,28417.0,,37857.0,19360.0,54034.0,61462.0,12657.0,95058.0,42066.0,22532.0,97216.0,4,2,6,5,8,8,2,5,4,9,3,8,23148,hospital,food,9626063,82,100000000940
169-415-2251,silver,female,3,37761.59,married,yes,12.0,bike,301227.0,rented,no,,,teacher,762,95,46,10,3,Degree,Zhenchuan,29,business,temporary,3/21/2019,,29709.0,20472.0,21011.0,90714.0,43911.0,66217.0,17322.0,49212.0,82709.0,89749.0,50601.0,4,4,10,5,9,4,4,9,1,7,10,3,29203,hobby,hobby,9267598,70,100000000941
767-735-5207,gold,male,4,16584.04,married,no,,car,,rented,no,,,plumber,675,88,82,85,6,High school,Mayuge,58,employed,temporary,6/8/2019,43547.0,58887.0,91995.0,39393.0,51295.0,53555.0,19642.0,91134.0,84875.0,16051.0,39814.0,61048.0,1,2,2,9,1,4,4,7,8,8,2,2,26356,tech,tech,6565254,93,100000000942
631-745-7151,gold,male,1,64836.86,unmarried,yes,2.0,bike,863129.0,own,yes,12.0,76064789.0,politician,534,76,99,65,13,High school,Heshan,39,business,temporary,3/29/2019,28531.0,,85371.0,28134.0,43721.0,90875.0,93497.0,52603.0,89117.0,44471.0,37360.0,30683.0,1,5,1,9,4,1,10,3,7,1,8,4,29391,travel,leisure,5355564,67,100000000943
862-561-2254,silver,female,2,16837.64,married,no,,bike,,own,yes,7.0,80977325.0,engineer,413,19,79,6,6,Degree,Nanxiang,29,employed,permanent,6/5/2019,42812.0,47738.0,60756.0,18395.0,82183.0,90492.0,88191.0,11469.0,96401.0,57739.0,20864.0,52609.0,9,8,2,3,1,9,5,8,7,2,4,3,25295,leisure,food,4793205,71,100000000944
990-992-7133,gold,female,5,66720.12,married,no,,car,,own,yes,18.0,64136956.0,politician,591,62,75,3,6,High school,Arrap’i,25,business,temporary,6/17/2019,43372.0,34643.0,,60810.0,23110.0,30555.0,46181.0,58742.0,98994.0,,35663.0,80662.0,2,5,7,8,1,4,3,2,4,2,10,1,24255,leisure,travel,4287227,56,100000000945
196-486-0848,gold,female,4,45054.89,unmarried,no,,bike,,own,yes,3.0,98271575.0,nurse,815,20,91,51,11,High school,Baiyin,25,employed,permanent,4/1/2019,87673.0,12662.0,51778.0,82608.0,,,50760.0,91443.0,17090.0,49084.0,60091.0,,2,8,2,10,7,9,5,4,2,6,1,2,20331,travel,travel,4677678,55,100000000946
